64	-346	-193	-398	-27	-490	44	-329
-456	-399	-391	211	-159	-169	-154	320
471	-23	-228	-204	-74	-479	406	301
-148	-253	160	-397	-139	-267	335	71
-63	-62	-236	-20	-209	-434	-273	398
297	-54	417	85	261	-470	-455	381
-223	295	169	-354	-473	283	320	293
-190	-402	-220	-423	432	-90	-345	158
19	216	-409	298	-214	-348	-450	-351
-434	447	-299	382	252	-208	45	369
-51	455	202	131	-386	55	442	-262
139	-370	-141	0	499	33	304	364
132	241	338	-388	-80	27	-412	479
94	360	101	268	-177	-190	-78	97
-406	-284	-258	-391	-280	-432	-59	-463
22	158	384	305	276	476	269	-157
-180	-86	-81	-271	182	-83	-171	0
-81	58	23	254	-130	392	298	227
-141	222	-34	-413	27	-191	482	-357
97	314	358	414	358	146	-416	330
259	-325	-462	445	485	131	-297	-380
-456	-17	365	-484	-211	269	268	-387
67	4	382	494	-142	-54	369	-425
475	31	-283	444	-284	121	-492	353
-228	-266	-93	460	258	479	183	413
415	-446	416	425	-338	480	-195	475
-121	-491	-55	-500	-481	377	87	53
235	-14	-72	456	270	-128	-449	-378
371	-173	299	315	196	-323	-356	415
458	-98	147	71	103	493	206	376
461	409	-296	264	-56	-500	194	-283
-10	-277	-237	319	228	391	-214	-273
54	-236	98	369	-237	366	416	241
103	-244	8	413	7	-347	-207	10
13	38	61	440	376	102	-276	217
283	458	244	-332	178	67	-447	-433
-372	485	283	-142	-405	-456	455	-382
82	456	-257	-380	-482	-355	-157	357
-327	-480	-44	59	382	-28	13	387
324	78	-195	-51	150	43	298	411
-68	322	-197	-296	-216	461	176	97
-85	450	-240	-30	75	393	114	-319
-3	480	-295	118	-332	316	26	-441
-188	371	153	-197	66	-282	39	-434
-396	449	24	-339	99	97	468	2
349	336	69	151	-245	-169	-390	464
194	-376	-433	-495	383	286	-433	192
-367	-60	-191	485	38	-39	45	-375
-417	442	250	-139	287	-370	-481	-261
-2	-456	187	377	75	458	-379	-240
-285	-149	286	307	384	-125	68	-410
-206	123	-403	184	-288	-176	296	-128
-410	109	482	-172	421	133	385	446
177	-182	31	-275	1	266	-339	38
449	209	-463	451	397	-133	103	65
69	-16	195	-150	107	121	-35	-405
-44	215	193	-133	176	-49	-360	99
258	337	-461	55	-173	-363	90	203
-226	474	-201	328	-302	100	-248	453
255	331	23	263	-344	77	-112	325
430	403	-146	137	-94	-308	-253	-134
23	-403	13	352	-253	109	-397	-52
434	447	218	468	278	170	-495	376
-410	325	102	31	-368	195	475	-163
-106	-52	429	-62	-226	294	148	225
24	166	-43	317	-110	352	-421	56
379	342	303	-107	420	-1	156	53
-337	143	-192	-393	139	462	27	-385
-136	-111	189	477	404	-396	347	-132
-114	-374	249	476	-15	-236	-6	-223
83	460	-443	-388	459	-344	-140	137
-249	379	-200	80	336	71	409	-417
387	-444	411	-136	413	-315	-497	-43
229	-242	-116	-86	430	-144	-154	-12
-129	-233	-102	-16	196	227	333	-444
-191	221	26	-311	-370	-425	-28	12
-467	39	122	273	35	124	235	-492
-372	129	-155	22	49	-116	-51	-351
-112	359	-267	371	499	-207	-88	-281
-380	-220	-7	-397	-465	372	-255	228
69	-169	-185	253	-487	91	-68	123
69	-318	439	-154	-482	-8	-188	-496
393	-217	-350	-287	-445	122	77	-244
-295	378	-51	306	-364	-258	-106	-433
-27	162	406	490	-345	-44	-284	106
67	-302	313	346	-135	312	380	-384
-163	-85	-73	314	358	-253	334	329
-293	-406	169	247	384	181	-190	-129
387	-197	-95	-173	-71	-260	149	210
470	326	226	-107	134	419	234	-202
498	8	-387	-469	-459	-63	-61	232
-4	-18	232	52	-214	-79	283	-346
-269	-101	115	116	-49	282	23	-433
267	329	407	127	299	-92	398	224
217	14	-385	-277	78	-450	-157	-325
370	-337	61	231	-65	-226	-355	79
-219	-287	-229	-487	-232	-480	141	-44
103	-134	-183	-352	400	374	94	160
-65	397	-241	217	387	357	-224	-15
41	297	-139	-255	-108	255	315	-70
427	-254	200	265	26	-345	321	456
138	-27	380	-86	-336	58	-255	471
-493	103	172	222	455	0	343	90
-410	175	-130	-325	255	257	92	429
-84	-159	460	-145	-319	-136	402	-381
277	-265	-324	-186	-149	150	-442	157
390	-338	64	-102	-269	-161	-423	-310
408	-197	300	-191	101	-266	177	227
309	-499	-336	-171	-396	208	-443	-385
-447	470	293	-434	-60	454	-61	-125
-82	-499	26	41	-77	-140	284	16
15	449	245	313	-162	-314	375	26
-10	-371	-59	161	-487	291	225	-143
-370	426	360	-162	242	458	-255	-496
-496	404	211	-486	396	-69	-433	444
113	-347	-344	360	500	-433	102	57
-388	35	-233	324	-268	-47	-258	-223
-212	-24	318	-349	-317	278	359	308
355	150	-84	394	-378	-433	368	119
399	81	52	28	-238	373	351	17
-278	183	-23	362	-235	390	342	-264
404	460	210	-438	-447	-462	-153	-133
494	217	-13	153	-176	431	51	69
397	-161	469	457	-130	-213	296	125
41	148	74	138	-8	476	-428	25
163	435	196	-239	-398	-459	-315	-78
19	-98	-370	212	-130	-251	-13	435
16	470	482	339	-207	-133	313	309
-21	-259	89	210	-280	22	-198	339
-391	362	-366	-459	207	-350	495	-121
366	23	-43	-116	-496	-300	288	210
-466	-428	-124	-93	453	145	11	-304
-20	-198	-445	-470	-57	-213	-279	-120
69	-404	-57	-101	-205	318	-416	262
452	81	93	-295	325	-127	96	-471
92	146	350	275	282	362	462	-194
33	353	-68	-90	478	2	-83	390
360	-496	483	322	55	131	-390	312
134	384	3	-237	76	256	214	464
443	-499	111	97	-331	132	-26	-321
-208	87	-407	-146	236	366	-128	84
95	318	272	-456	415	447	111	33
-196	-313	-2	-71	299	-429	48	-488
371	-170	184	286	464	308	-289	-183
340	-292	93	331	269	172	-213	-212
335	-387	-73	282	-243	224	-325	-382
-234	297	18	312	-161	-48	-191	-436
489	-357	-482	368	-164	-17	-200	-252
-66	-76	-396	-360	-20	45	103	-378
-60	-396	427	-400	479	-354	19	276
-167	-348	406	-19	48	312	-420	12
-373	-473	-457	285	27	2	431	-258
-465	460	-401	393	-40	-156	-189	-239
-449	483	455	308	234	147	245	-219
-351	422	107	-430	219	-385	10	153
436	-434	-463	-308	-310	-209	-243	-483
-312	429	-385	362	-188	228	-413	4
-449	-179	-456	-390	-336	159	489	394
-441	-176	254	15	27	-169	-396	-484
390	234	-270	-270	428	153	397	248
290	290	-156	70	350	218	366	-127
226	153	427	-141	-273	437	364	275
-74	-166	-466	158	-214	-40	-433	438
-117	-377	-46	5	-488	88	-384	455
-22	380	-173	437	-427	443	-445	-281
-306	299	-139	228	-102	357	98	415
475	178	139	315	-19	-82	-129	-195
391	262	120	-354	161	-401	337	92
206	388	-13	349	71	-45	-434	-177
274	77	-301	-9	494	-408	-384	-45
36	53	-307	-262	365	121	91	-487
20	-308	-24	-61	137	-59	57	-105
34	-417	-166	332	-92	115	-41	17
306	-382	-463	-482	-106	-128	-465	-461
-109	233	348	-26	-280	-279	-365	121
-378	341	-456	285	19	-234	64	109
-38	-181	-162	-479	-423	-181	397	-109
308	-141	269	128	-82	392	-466	-95
-394	172	-431	-92	80	233	-35	447
-37	-385	138	-444	-357	-425	94	389
-418	-169	92	-401	30	327	-174	464
-252	194	368	177	-359	299	-103	420
-393	495	311	-223	-340	-63	487	-218
216	12	-129	71	-92	292	278	-393
456	282	226	-224	-19	-377	433	-459
-53	295	-198	-355	-391	402	70	-251
282	-12	-310	234	-252	-355	407	-435
-249	104	-280	281	-106	-53	-158	-426
365	-488	-297	-458	119	234	-88	-491
-430	-104	106	177	227	146	-168	46
-421	-487	-424	-459	342	480	-216	-35
-195	-304	330	353	-326	-79	-428	434
404	335	-208	157	371	-411	231	-483
-47	343	223	-332	451	61	-358	66
297	67	-328	438	496	385	495	369
-47	-236	-68	492	-17	-244	319	-266
406	-136	-71	-71	-283	3	-364	151
-274	-296	374	430	323	71	-210	-151
-394	433	-382	292	408	-322	37	-265
376	188	431	273	432	447	169	-448
-117	-234	-319	387	-281	486	84	-199
125	111	344	-361	-429	-430	440	-55
384	343	90	303	-224	-356	-299	-248
351	-291	-214	-255	238	-348	162	-7
-129	242	-437	321	-158	-110	-323	246
287	-264	-372	-185	-1	-74	-148	-27
-176	95	299	-257	219	-246	-29	155
92	-90	483	-443	-215	500	-467	-91
333	-425	-398	-155	119	-404	329	306
170	-494	18	-65	-466	312	-470	467
-361	-221	292	6	-24	-41	137	-22
164	-251	-441	-478	-348	48	-393	197
-200	425	392	-249	36	-274	433	389
-80	476	-343	-316	-389	340	164	-483
-367	-128	369	17	-68	40	370	-291
-337	189	-493	-236	46	-341	-38	33
31	462	172	-464	-425	-211	-408	-280
-33	-465	331	340	-31	-277	-322	-139
43	64	-406	418	230	433	199	161
460	213	-273	-480	-382	-355	127	-263
-152	65	154	-355	-62	-257	-63	115
-427	170	-222	-332	158	358	-38	72
-330	-392	-111	368	369	-248	-326	-104
105	440	406	178	-370	-154	390	259
402	446	145	-266	-246	43	62	-358
106	-204	183	-472	385	-192	-468	-214
-119	-313	12	494	153	-205	-167	-11
-169	149	366	4	-274	342	-29	-243
393	-152	26	468	316	-489	-313	-213
-38	-166	-188	104	-52	-419	74	250
-161	-78	180	375	34	-467	-58	-334
-450	257	-67	-2	207	-132	492	235
-153	243	-7	-465	-200	486	-105	213
463	460	356	-17	311	-226	93	-128
-390	13	454	401	433	36	222	269
-463	359	-29	-190	163	143	332	-293
53	21	275	172	-122	327	316	50
264	-203	68	-322	106	-191	-345	96
-212	-7	-229	-133	-318	68	112	-311
139	-437	498	-147	462	361	73	380
94	296	145	-353	-33	288	235	30
111	-437	-81	-74	-24	-432	217	340
-194	129	-28	82	-497	418	181	-14
-401	168	-84	-207	327	338	238	407
-101	-175	346	167	-398	297	139	-60
-464	296	40	53	-169	378	375	-445
62	12	65	450	-350	-250	-127	15
-331	75	317	-189	407	343	-284	160
21	116	-487	-183	-6	86	92	140
-331	-71	19	-157	326	162	-41	-7
-386	302	-220	-307	-292	340	395	108
-325	-162	-17	-417	473	34	297	53
-370	-148	236	175	-492	-379	377	-326
-180	120	354	-377	95	-269	-170	-443
-304	121	112	295	110	141	394	460
-53	50	65	493	323	-45	-173	-425
469	-313	169	-460	-242	-288	244	-41
251	128	448	417	8	-369	36	76
163	-198	61	51	202	-246	-243	469
112	-401	454	404	-176	-275	143	-129
-72	259	57	118	-136	152	-62	327
137	-245	-271	-375	389	92	-358	-251
82	-351	-353	81	-172	-356	-469	-429
149	-71	26	419	173	334	119	487
370	-363	337	-8	191	-223	-22	-135
236	241	455	334	-206	-82	118	465
314	-27	-182	-248	-386	-25	12	-384
267	-89	189	-301	-490	-12	-55	54
475	-433	185	-333	353	-76	217	-457
258	490	172	382	-64	-80	-84	-118
-77	-146	106	46	-351	-111	-338	-124
-350	113	253	94	289	-2	215	353
310	498	379	-225	455	-385	66	-113
282	-411	-64	227	-3	-287	54	448
-385	86	-1	308	307	-137	-354	373
-356	-236	177	-207	453	-136	-76	38
312	102	462	74	499	-169	-399	387
468	349	69	-194	215	28	-208	-175
-336	-484	420	-78	-340	-240	-466	153
392	-247	269	-358	-272	-255	-148	-162
247	368	466	-86	-110	-342	-240	476
153	-61	22	-428	-213	-397	-46	38
-120	-453	327	484	320	343	385	482
329	257	-477	-192	113	-359	105	-103
7	-476	-275	-362	58	267	-385	397
167	444	-212	416	-16	250	-392	-55
-327	145	95	365	311	310	-403	-144
-237	277	247	112	334	428	-196	-264
-300	-127	-296	-167	-147	-92	350	194
-189	-11	333	-183	-238	130	-242	-486
-416	68	-433	-146	-476	296	423	220
337	-80	-122	-437	-163	406	-131	407
-125	-281	-464	270	154	-103	-142	7
176	233	56	-88	-275	-364	424	62
276	242	-352	270	266	479	360	-41
-183	-192	318	424	-165	264	148	-261
371	332	-162	-486	275	-482	-186	-235
10	42	332	197	-85	386	167	-298
-272	-208	298	-233	-132	-205	-437	60
-146	-450	466	307	-164	67	129	293
-237	375	26	397	-197	126	-35	-239
-480	-218	-440	-331	-24	168	-85	-335
-363	-220	442	-202	-194	478	64	-390
-266	294	-482	103	-461	-475	-41	-398
-62	354	-352	-326	329	-50	341	-153
408	-360	-480	442	-420	266	-126	374
337	162	493	-343	-256	444	-377	73
-26	-430	-203	-313	-375	-457	486	-251
132	277	294	-390	-124	302	307	-389
-288	144	-332	304	-29	-394	-352	-417
164	8	121	440	-461	-117	-394	444
79	-423	-151	-417	6	96	-129	152
341	63	362	332	-137	100	7	136
-294	16	-10	-337	447	-320	-119	-303
-417	-35	323	399	463	-3	137	88
111	-419	-11	470	-33	-133	208	-327
44	15	-64	482	430	-42	37	437
-387	-30	-470	-331	434	-177	-428	364
-150	336	-169	149	-289	-332	458	290
263	-499	-156	-308	-48	332	425	-231
-119	280	342	-145	-302	460	-478	-298
366	362	384	483	-69	375	293	-48
294	-92	300	4	-108	-210	296	6
283	-208	-316	-4	108	-430	59	22
52	194	274	-400	-83	-477	-31	-457
-97	147	272	438	-300	-183	325	-382
36	-162	84	329	-379	443	316	233
-218	-468	400	-13	-352	-241	144	132
-214	-406	-219	18	223	294	-258	61
481	465	-433	-98	58	451	172	3
282	59	-475	188	302	398	127	211
-53	278	-482	455	-166	382	-499	-39
-277	262	-398	-53	82	-21	-13	-493
21	-408	-87	-325	293	-472	341	480
90	134	458	-269	-264	-257	398	-401
1	363	361	253	386	470	-456	352
489	18	-433	135	351	-58	234	-361
-137	346	-35	24	-370	-340	49	268
19	315	-478	469	97	-121	257	259
59	43	0	-226	-323	155	-485	230
-268	-375	-413	-357	34	498	43	2
140	64	235	-196	347	-296	-111	-253
297	182	422	-274	-351	385	99	328
-60	491	286	40	-163	-49	-280	-395
252	213	-392	-34	193	37	448	53
-35	365	-142	117	-499	416	-76	-109
-148	423	-46	493	-100	-195	-229	15
-119	-472	-73	-231	275	-270	450	-188
-290	399	-399	243	439	325	-9	-421
13	-354	-368	286	112	-136	235	-46
-112	-339	-381	-460	447	-218	71	30
466	-135	247	-312	110	-133	-121	294
-253	237	373	-273	-99	400	438	249
38	122	489	400	395	-444	-383	102
-282	240	-285	489	236	130	-413	-284
152	124	-443	-322	339	390	331	325
-288	-42	-138	190	142	-92	149	-237
280	316	108	131	-312	-407	75	47
-194	254	274	332	-303	-312	268	438
215	-94	199	373	201	-305	-219	-345
122	-175	-423	193	-279	428	-284	260
-274	166	-65	428	217	489	457	-181
-310	93	78	390	-462	-18	457	127
38	-284	97	-241	-415	-137	475	466
65	-235	-475	140	-269	-172	-330	63
-118	-372	428	263	5	-388	115	371
-112	193	-395	-398	222	-38	358	183
-207	482	444	-3	-27	386	-136	241
-351	377	256	217	-214	-497	413	247
429	2	-77	67	-437	-72	-171	-417
360	-83	35	-407	-85	-444	-400	456
232	-145	-261	185	-407	-176	240	390
-223	-327	288	-366	-73	-233	403	-92
115	-116	392	6	152	404	-70	149
371	-248	119	-268	456	-43	-236	-246
434	-316	-258	36	-294	-297	297	-415
-129	291	310	-210	-270	-250	83	-238
294	351	249	82	127	-163	441	89
-198	415	-172	491	-472	-254	-276	482
225	436	93	393	-14	-251	-112	-82
67	-286	-117	-466	359	-478	-434	386
78	-103	-362	-306	-190	-463	-61	-341
81	423	251	-135	451	-493	210	-232
76	-494	424	-311	-145	-491	-271	-74
292	370	-196	-248	-11	-230	140	453
461	264	-29	-490	191	339	168	-92
-296	316	-26	-59	-161	-192	-192	337
183	467	330	448	-429	-53	430	-449
-295	-157	464	442	-249	-147	-457	184
298	315	227	248	-299	21	-145	499
-62	240	-14	118	-171	204	413	-355
-218	103	419	178	313	12	-468	-185
-101	-72	-355	-433	100	-482	391	391
398	155	-455	3	315	-104	33	-469
-323	427	-497	-174	391	-68	266	-466
-238	286	285	-437	-482	151	304	196
-124	-134	-122	240	121	120	-193	-279
29	399	289	-353	-176	263	297	-69
148	-268	105	-169	135	-356	206	-206
-269	446	188	223	390	-108	126	-223
-455	-447	-219	-360	43	269	228	-449
-335	-417	204	-158	465	-292	-190	15
296	-146	-118	330	130	278	-479	474
-358	247	-72	-93	-133	-269	-50	27
-462	-221	487	-92	-123	294	53	281
80	305	-429	227	-193	-311	-193	344
207	354	203	-449	-490	86	373	-181
108	400	-381	459	142	-456	-371	-345
-39	-11	-370	-147	46	160	-221	460
-19	-7	377	208	-57	-291	-419	-2
46	147	-364	-305	-454	231	417	-463
400	269	132	-161	466	299	-476	-51
-79	245	247	-337	-192	-113	-124	-381
364	-189	-474	-483	-130	265	139	-449
408	138	384	398	143	-439	-415	24
-288	203	157	-26	-281	-148	25	268
112	200	-429	17	-24	180	347	-448
240	207	339	84	189	340	69	326
-212	417	72	-185	-7	-439	-491	217
-371	-170	-41	48	-104	483	-190	178
196	-390	66	445	-468	224	318	365
348	66	-386	140	-423	178	-11	-53
-354	-194	229	-133	-444	-465	-368	428
311	317	42	52	207	35	-267	-441
-133	-422	-497	446	151	-59	-422	-205
464	266	-99	-216	-188	26	204	-132
35	289	-383	460	-305	280	-250	500
447	-301	45	-68	90	-50	333	-220
30	250	77	-237	255	-481	317	-32
376	469	332	443	-349	302	-412	-261
201	362	-225	422	454	-134	-233	-267
117	0	369	369	-15	-317	-108	-106
170	-159	200	-51	247	-425	12	266
-196	75	-386	-15	-456	-421	-267	395
367	-167	-464	443	168	-193	4	111
251	-57	432	461	-423	53	-315	226
98	60	-201	-214	-23	-7	-157	291
-351	17	-254	121	6	-13	-405	-45
252	-286	177	-166	-336	-325	-390	-466
44	-395	221	-342	-425	89	21	191
322	373	-344	-491	-387	-55	-427	202
-108	-104	-46	-399	118	118	-357	-174
92	-118	201	-343	304	224	290	163
366	-87	-478	-413	-272	215	-458	22
-221	-153	-79	-150	-292	-341	52	-91
-199	-32	-185	422	-135	-4	231	-231
206	389	427	-269	-66	108	-446	-454
484	-126	251	424	-353	277	-377	129
-244	-104	51	-271	375	29	-214	-169
-117	-376	-446	-27	-398	260	-270	-467
359	-372	-496	298	-198	-382	-129	-494
419	-296	-92	120	-259	78	109	-315
277	174	386	-210	389	127	-426	82
260	-178	26	-38	-166	-165	110	-62
-470	60	418	3	122	-107	-456	-106
-87	24	319	477	63	-434	214	238
-451	-227	139	-25	317	172	-337	-298
216	342	255	-207	203	-218	3	469
460	-496	68	-319	-420	-405	-279	145
74	209	-234	-173	-108	-429	-154	-468
484	258	-298	-334	-117	403	-263	327
-122	286	-218	-399	-6	-177	-205	-373
73	45	-143	-104	-500	132	224	-43
-402	93	-65	-278	83	38	-452	-131
-227	-390	252	-382	492	-234	-10	-198
68	-42	410	55	348	131	475	-48
437	310	122	-276	-97	-66	-203	-61
-470	-261	-22	-289	344	-287	-364	380
336	251	351	-192	-288	-319	-53	35
-24	-297	-284	48	235	-52	-448	-253
259	283	466	-173	385	-4	160	-477
-102	-21	-271	-412	-381	193	155	356
247	317	49	334	-273	64	-378	-304
-17	-75	-217	222	-183	395	-37	-194
-74	-10	-403	159	445	-373	-364	-28
-452	-121	55	475	420	168	117	76
122	366	-133	73	389	41	79	-183
-441	235	299	-273	-16	250	-12	-484
102	-470	418	-30	262	375	-150	49
417	327	-291	-489	3	-29	-430	-148
-75	151	-20	-233	-288	389	-92	469
479	336	-422	403	169	88	95	-325
-100	296	168	-425	-359	453	-29	-73
-323	-299	-183	-61	-167	308	-121	44
101	150	305	-431	302	478	216	223
243	300	498	-52	-222	-67	-38	446
-104	125	-82	-100	425	205	427	257
161	432	-293	328	431	453	162	14
-5	-212	-191	-487	-336	-127	462	-315
-497	378	414	-273	-322	-104	118	-308
387	154	-1	43	-393	-37	16	-358
-482	-455	277	-208	473	-269	-384	76
45	-312	140	-67	96	369	-300	77
321	219	-32	275	331	44	-345	-364
-111	89	-171	391	-378	-273	92	-389
490	218	-102	46	25	65	-127	-269
453	-172	-69	-33	201	277	201	139
194	116	479	88	-99	-400	-253	4
0	216	204	385	-420	-187	-434	162
152	443	375	247	91	281	384	499
-38	488	426	-317	-484	243	-420	-46
-58	69	65	-118	-269	205	-437	412
-15	-431	-17	79	-15	35	491	-110
173	-471	-192	-280	168	247	-278	486
407	-463	38	-117	-159	-47	465	-149
32	-195	253	-263	414	-6	90	-493
-39	-290	278	-183	-492	394	-243	-189
236	-13	-33	45	-321	0	216	-98
0	-412	-153	42	-377	-210	355	-449
-487	200	129	-340	-89	88	119	-363
187	-233	174	412	-246	72	-442	-59
-39	56	-394	-345	54	184	287	421
-227	260	-333	-18	-221	-284	474	-400
248	-121	-437	363	-497	-314	147	-103
487	-346	-468	-249	-8	416	139	62
-48	-430	98	-61	-226	256	476	313
215	355	343	177	389	327	-325	207
50	83	407	340	-476	322	45	46
107	-248	424	415	152	-50	476	197
-236	81	-11	209	400	335	-331	213
-193	-449	349	367	384	-239	168	33
-264	-467	393	38	332	13	153	-389
336	352	-406	493	-277	11	335	186
-284	85	119	-268	452	-256	163	-499
-225	-86	-382	-384	-451	-82	200	372
437	153	336	223	-222	-364	-51	-188
328	346	-59	-456	-141	290	-197	500
303	-306	402	356	182	-63	20	-152
227	-434	395	476	471	387	314	-235
307	169	320	303	44	51	351	111
300	282	300	477	-99	-231	34	-302
-218	91	-39	-378	426	141	80	369
-392	-227	-440	444	434	330	377	-247
-444	-196	-41	-476	-308	-463	-479	261
-353	50	474	282	31	-467	7	-238
408	-328	-492	104	-250	-136	377	-307
-452	-454	-50	265	-15	-259	-470	-479
-70	479	335	-32	-370	371	-322	-380
398	209	-449	270	-101	-275	-399	-244
-398	-390	-292	-379	-179	-495	-145	-58
-418	-156	-333	-372	-413	-69	-190	-482
-66	443	-91	307	457	123	-332	-12
125	-400	417	-430	-17	135	-25	-340
-214	-493	259	-475	331	171	-379	-475
-255	464	-427	468	-272	45	248	82
279	-417	102	236	-30	437	216	479
233	-330	-447	-195	166	181	-24	225
446	457	496	-34	133	-329	423	-408
217	-58	227	168	204	-117	-425	-347
280	237	-109	10	-325	-49	342	-328
93	300	275	-397	-433	344	-386	-374
-422	-161	393	447	-272	-216	-202	443
15	314	-123	-12	-316	-353	-4	-486
398	-316	-115	-366	-131	-433	392	63
404	82	294	-114	-149	131	435	-95
-27	-50	-313	-474	-215	338	479	-43
24	-83	-450	-171	198	-221	383	-292
456	-451	78	-352	448	-249	437	-106
-370	275	-229	138	288	-233	-13	165
183	479	290	376	102	-467	-142	-278
-215	-360	-93	-447	1	-274	-283	-64
-484	135	-431	128	-62	-118	468	-139
86	-246	-28	-2	115	-92	169	-486
251	234	-28	420	-174	286	430	-176
-124	94	-28	408	-361	159	-373	107
-382	477	309	-461	-210	33	-49	-371
94	-474	417	-427	128	-348	-116	-22
239	-458	-316	-374	203	-142	-155	302
7	-414	-470	-390	-228	214	-89	-464
0	-387	169	-358	-115	-153	-401	353
14	96	-32	242	23	194	-286	-236
-70	126	-356	112	351	405	292	40
287	482	124	144	-304	-293	-148	-279
253	15	326	123	118	400	354	-310
-249	-432	14	49	259	65	-417	349
-282	-313	-450	-146	-408	-16	-286	-298
-184	144	-408	366	158	87	430	-36
449	-425	-63	-110	164	-492	-144	-460
72	115	149	452	7	471	70	-364
-206	287	-399	452	-398	339	-152	34
-241	257	33	-386	-343	247	321	-237
-56	479	-125	-134	272	-442	-394	-308
-306	-22	-352	-252	-237	-292	288	-198
-409	325	-353	-281	-403	-305	10	-35
-238	491	271	-213	478	178	-351	242
-147	415	-371	-78	49	157	120	199
143	-196	259	407	328	-172	-221	-196
238	-299	-46	-106	-308	345	-468	-336
-246	-140	256	264	-243	401	18	207
144	-495	-115	79	-109	244	333	204
